Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
acupuncture);,1,72795
acupuncture.,2,72796
acupuncturist,1,72798
"acupuncturists,",1,72799
"acupunture,",1,72800
acute,12,72801
"acute,",1,72813
acuíferos.,1,72814
aczel,2,72815
aczelgyorgyi,1,72817
aczeli,1,72818
ad,32,72819
"ad,",2,72851
ad-ditional,1,72853
ad-hoc,1,72854
ad.,1,72855
ada,2,72856
"ada,",1,72858
ada.,1,72859
adag,1,72860
adagoltjutalommal,1,72861
adakozzanak,1,72862
adalbert-dijjal,1,72863
adalbertrol,1,72864
adalek:,1,72865
adam,10,72866
"adam,",1,72876
adamantly,1,72877
adams,11,72878
"adams""and",1,72889
"adams,",1,72890
adams.,1,72891
adando,1,72892
adannak,1,72893
adapt,3,72894
adapta,1,72897
"adaptaility,",1,72898
adaptalasaban,1,72899
adaptation,5,72900
"adaptation,",1,72905
adaptations,2,72906
"adaptations,",1,72908
adapted,3,72909
adaptive,1,72912
adapts,1,72913
adas,1,72914
adasa,2,72915
adasaival,1,72917
adasat!,1,72918
adasban,1,72919
adasvetel,1,72920
adat,2,72921
adata,1,72923
adatai,6,72924
adataik,1,72930
adataink,2,72931
adataitfeldolgozo,1,72933
adatara,1,72934
adatat.,1,72935
adatbazisban.,1,72936
adatfelsorolasbol,1,72937
adatgyujtest,1,72938
adatik,1,72939
adatok,12,72940
"adatok,",2,72952
adatokat,7,72954
"adatokat,",1,72961
adatokat.,1,72962
adatokat.[a,1,72963
adatokban,1,72964
adatokkal,3,72965
adatoknak,1,72968
adatoktol,1,72969
adatot,1,72970
"adatot,",1,72971
adattar,1,72972
"adattar""",1,72973
"adattar""-ba",1,72974
adattara,1,72975
adattarba,1,72976
"adattarban""",1,72977
adatvedelmi,2,72978
adatvedelmibiztos,1,72980
adaz,1,72981
adazan,1,72982
add,21,72983
addabbo,14,73004
addams,1,73018
added,29,73019
added),2,73048
added).,1,73050
added).[15],1,73051
"added,",3,73052
added.,6,73055
added.bosnian,1,73061
added:,1,73062
addendum,1,73063
addict.,1,73064
addicted,2,73065
addiction,1,73067
"addiction,",2,73068
addiction.,2,73070
addictions.,2,73072
addictive,2,73074
addicts,1,73076
addig,20,73077
"addig,",6,73097
addigfokoztak,1,73103
addigra,2,73104
adding,21,73106
addis,2,73127
"addis,",1,73129
addis-based,1,73130
addis:,1,73131
additio.,1,73132
addition,38,73133
"addition,",20,73171
additional,37,73191
additionally,1,73228
"additionally,",4,73229
additionalreconstruction,1,73233
additions,2,73234
additive,1,73236
additives,2,73237
"additives,",2,73239
additives.,1,73241
address,36,73242
address's,2,73278
"address,",8,73280
address.,1,73288
address:,6,73289
"address:bicske,",1,73295
address=[demokrata]interju,1,73296
addressed,13,73297
addressed.,1,73310
addresses,22,73311
"addresses,",2,73333
addresses.,2,73335
addresses:the,1,73337
addressing,14,73338
adds,6,73352
adds.,1,73358
addyston,1,73359
"ade'k,",1,73360
adea,2,73361
"adea,",1,73363
adea.,1,73364
adeadly,1,73365
adec,1,73366
adecuada,1,73367
adecuadas,1,73368
adecuarlas,1,73369
adefinialas,1,73370
adelaide,1,73371
adelantado,1,73372
adelegation,1,73373
ademokracia,1,73374
ademokrataban,1,73375
ademokratikus,4,73376
además,8,73380
"además,",16,73388
adentra,1,73404
adept,1,73405
adequacies,1,73406
adequacy,3,73407
"adequacy,",1,73410
adequate,15,73411
adequately,6,73426
adequately.,2,73432
ader,1,73434
adeudado,1,73435
adevarul,1,73436
adevarulban,1,73437
adezorganizalt,1,73438
adgbn,1,73439
adh,1,73440
adhat,1,73441
adhatna,1,73442
adhatnak,1,73443
adhatnanak,1,73444
adhato,1,73445
"adhatok,",1,73446
"adhatom.=mdnp,",1,73447
adhatomagyar,1,73448
adhatoszocialpolitikai,1,73449
adhatunk?a,1,73450
adhere,3,73451
adhered,1,73454
adherence,1,73455
adherente,1,73456
adherente.,1,73457
adherentes,1,73458
adherents,2,73459
adheres,1,73461
adhering,2,73462
adherirse,1,73464
adhesions,1,73465
adhesiva:,1,73466
adhesive,1,73467
adhesiveness,1,73468
"adhesiveness,",1,73469
adiakok,1,73470
adicional,3,73471
adicionales,4,73474
"adicionales,",1,73478
adicionales.,2,73479
adicionalmente,1,73481
"adicionalmente,",6,73482
adiktatúra,1,73488
adin,1,73489
aditional,1,73490
aditivos,1,73491
adja,12,73492
"adja,",3,73504
adjaaz,1,73507
adjacent,4,73508
adjak,6,73512
adjak-veszik,1,73518
adjak.,5,73519
adjanak,2,73524
adjanak.,1,73526
adjatok,1,73527
adjon,4,73528
"adjon""",1,73532
adjon.a,1,73533
adjudicaron,1,73534
adjudicataria,1,73535
adjudicated,1,73536
adjudication,2,73537
"adjudication,",2,73539
adjudication.,1,73541
adjudicó,1,73542
adjuk,2,73543
adjunct,1,73545
adjunk,2,73546
adjunk?1989-ben,1,73548
adjunktusnak,1,73549
adjunta,2,73550
adjust,10,73552
adjusted,3,73562
adjusting,2,73565
adjustment,8,73567
"adjustment,",2,73575
adjustments,1,73577
"adjusts,",1,73578
adják,1,73579
adkaaaaacwbaogeaaaacafypaqaaaaqaaaaaaaadrlsbciahabgaaabjue0utwljcm9zb2z0ie1h,1,73580
adler,2,73581
"adler,",1,73583
adm.leighton,1,73584
admin,2,73585
admin.,1,73587
administer,3,73588
administered,8,73591
administers,1,73599
administración,6,73600
administration,55,73606
administration's,10,73661
administration(fda),2,73671
"administration,",20,73673
"administration,which",1,73693
administration.,15,73694
administration:,3,73709
administration?,1,73712
administrationofficials,1,73713
administrations,4,73714
"administrations,",1,73718
administrations.,3,73719
administrations;,1,73722
administrative,23,73723
"administrative,",2,73746
administrativos,1,73748
administrator,7,73749
"administrator,",4,73756
administrator.,1,73760
administrator;,1,73761
administrators,6,73762
"administrators,",3,73768
adminisztracio,3,73771
adminisztracios,1,73774
adminisztrat���v,1,73775
adminsitration,1,73776
adminstrati.,1,73777
adminstrations,1,73778
admirable,1,73779
admirably,1,73780
admiral,1,73781
admiralty,1,73782
admiration,1,73783
"admire,",1,73784
admission,7,73785
admission.,1,73792
admissions,2,73793
"admissions,",2,73795
admit,4,73797
admits,1,73801
admits.,1,73802
admitted,16,73803
"admitted,",1,73819
admittedthat,1,73820
admitting,2,73821
adna,3,73823
adnak,10,73826
"adnak,",1,73836
adni,7,73837
"adni"",",1,73844
"adni,",4,73845
adni.,9,73849
adni?,3,73858
adni?-nem,1,73861
adni[demokrata,1,73862
adnia,1,73863
ado,15,73864
ado-,1,73879
ado-hatosag,1,73880
ado-penzuk,1,73881
ado.,1,73882
adoado,1,73883
adobeszedoinek,1,73884
adobevetelt,1,73885
adocsalas,3,73886
adocsalasok...,1,73889
adocsalassal,1,73890
adodik:,1,73891
adodnak,1,73892
adodnak.,1,73893
adodoan,2,73894
adoelengedes,1,73896
adoellenori,1,73897
adoellenorre,1,73898
adoellenort,1,73899
adoeloleg-levonas,1,73900
adoeloleg-szamitasi,1,73901
adoeloleget,1,73902
"adofegyelmet,mert",1,73903
adofizetes,1,73904
adofizeteset,1,73905
adofizeto,1,73906
adofizetok,4,73907
adofizetok.,1,73911
adogkeselyu,1,73912
adohatosagnak,1,73913
adohatosagot.,1,73914
adoigazolast?-,1,73915
adoja,1,73916
adojabol,2,73917
adojanak,1,73919
adojat.,1,73920
adok,3,73921
"adok,",1,73924
adokat,1,73925
"adokat,",2,73926
adokedvezmenyekkel,1,73928
adokeletkezett.,1,73929
adokoteles,2,73930
adokulcs,2,73932
"adokulcsokatemelni,",1,73934
adokumentumok,1,73935
adolescen.,1,73936
adolescence,2,73937
adolescent,6,73939
adolescent.,1,73945
adolescents,3,73946
"adolescents"".",1,73949
adolesence.,1,73950
adolf,5,73951
adolgozok,1,73956
adolph,4,73957
adomanya.ha,1,73961
"adomanyaikat,",1,73962
adomanyokat,1,73963
adomanyozokat,1,73964
adomanyoztak,1,73965
adomentes,1,73966
adomentesseg,1,73967
adomerseklessel.a,1,73968
adományait,1,73969
adon,1,73970
"adon,",1,73971
adonkbolfizetik!...,1,73972
adontessel,1,73973
adopapirokkal;,1,73974
adoparadicsomokban,1,73975
adoparadicsomovezetebe',1,73976
adopolitikaval,1,73977
adopres,3,73978
adoprest,1,73981
adopt,8,73982
adopted,13,73990
adopted.,1,74003
adoptee,1,74004
adoptees,1,74005
adopting,3,74006
adoption,9,74009
"adoption),",1,74018
"adoption,",1,74019
adoption.,1,74020
adoption;,1,74021
adopts,1,74022
adoreform-elkepzelesek,1,74023
adorendszer,2,74024
adorendszerrol,1,74026
ados,1,74027
"ados""hirerol",1,74028
ados-sagat,1,74029
ados.,1,74030
adosagguzlettel,1,74031
adoskonszolidaciot,3,74032
adosok,1,74035
adossag,9,74036
"adossag,",1,74045
adossag-csapdaba,1,74046
adossag-szolgalati,1,74047
adossag.,1,74048
adossaga,5,74049
adossaga1995,1,74054
adossagainkelengedeset,1,74055
adossagallomany,2,74056
"adossagallomany,",1,74058
adossagallomany.7.,1,74059
adossagallomanya,2,74060
"adossagallomanyat,",1,74062
adossagallomanyt,2,74063
adossagalomany,1,74065
adossaganak,3,74066
adossagara,1,74069
adossagat,3,74070
"adossagat,",1,74073
adossagat.,1,74074
adossagat.[a,1,74075
adossagbehajto,1,74076
adossagbol,2,74077
adossagcsapda,2,74079
adossagcsapdaba,1,74081
"adossagcsapdanak,",1,74082
adossagcsokkentesenek,1,74083
adossagcsokkentest,1,74084
adossagelengedes,2,74085
"adossagelengedest,hanem",1,74087
adossaggal,2,74088
adossaggal.,1,74090
adossaghelyzete,1,74091
adossagmennyiseget.gazdasagi,1,74092
adossagmoratorium,1,74093
adossagnovekedesenek,1,74094
adossagnovelo,1,74095
adossagok,1,74096
adossagot,5,74097
"adossagot,",1,74102
adossagpalyazatainak,1,74103
adossagszolgalat,1,74104
adossagszolgalat!]hetfotol,1,74105
"adossagszolgalat"".m.o.",1,74106
adossagszolgalati,1,74107
adossagszolgalaton,1,74108
adossagszolgalattorlesztesere.a,1,74109
adossagterheit,1,74110
adossagterhek,1,74111
adossagtorelesztes,1,74112
adossagtorlesztes,1,74113
adossagtorlesztest.,1,74114
"adossagunk,",1,74115
adossagunk.,1,74116
"adossagunkat,",1,74117
adosuk,1,74118
adot,5,74119
"adot,",3,74124
adotablaja,1,74127
adotanacsado,1,74128
"adoterhe,",1,74129
adoterhek,2,74130
adoterheket,1,74132
adotorveny,1,74133
adott,32,74134
adott!,1,74166
"adott,",3,74167
adott.kosane,1,74170
adottak,1,74171
adotthirek,1,74172
adottneki.,1,74173
adottsagok,1,74174
"adottsagokat,",1,74175
adottszavukat,1,74176
adougyben.,1,74177
adougyeinek,1,74178
adougyekkel,1,74179
adoval,1,74180
adozas,2,74181
adozasi,1,74183
adozasra.melyik,1,74184
"adozatlanul,",1,74185
adozok,2,74186
"adozok,",1,74188
adozok...,1,74189
adozott,1,74190
adozzanak,1,74191
adquirida,1,74192
adquiridas,2,74193
adquirido,2,74195
adquiridos,1,74197
adquirir,1,74198
adquirió,4,74199
"adquirió,",1,74203
adquisiciones,1,74204
adquisición,6,74205
"adquisición""",1,74211
"adquisición,",1,74212
adquisición.,3,74213
adress,1,74216
adriai,1,74217
adrian,3,74218
adrien),1,74221
adrienne,1,74222
ads,2,74223
adscapes,1,74225
adscapes@ix.netcom.com,1,74226
adscendency,1,74227
adta,14,74228
"adta,",3,74242
adta.ami,1,74245
adtabe,1,74246
adtak,15,74247
"adtak,",2,74262
adtalehetosegekkel.,1,74264
adtam,1,74265
adtunk,2,74266
"adtunk,",2,74268
adubrovnik-i,1,74270
adult,16,74271
"adult,",2,74287
adult-to-adult,1,74289
adult.,2,74290
adultery,2,74292
adultery.,1,74294
"adulthood,",1,74295
adulthood.,3,74296
adults,10,74299
"adults""",1,74309
adults),1,74310
adults):,1,74311
"adults,",9,74312
adults.,3,74321
"adults.""",1,74324
adunk,1,74325
"adunk,",1,74326
adunk-e?az,1,74327
"advancement,",1,74328
adva,3,74329
advance,16,74332
"advance,",2,74348
advance.,3,74350
advanced,30,74353
"advanced,",1,74383
advanced-concept,1,74384
advancement,7,74385
"advancement,",1,74392
advancements,2,74393
advances,10,74395
"advances,",1,74405
advances--and,1,74406
advances.,2,74407
advancing,6,74409
advantage,28,74415
"advantage,",2,74443
advantage.,2,74445
advantaged,1,74447
advantageous,4,74448
advantageous.,1,74452
advantages,30,74453
"advantages,",4,74483
advantages.,2,74487
advantages:,1,74489
advantagesrather,1,74490
advection,1,74491
advection.,1,74492
advent,15,74493
"advent,",1,74508
advent.,1,74509
advents,1,74510
adventure,2,74511
"adventure""",1,74513
adventures,4,74514
"adventures,",1,74518
adventures.,1,74519
adventures.',1,74520
"adventures.'""",1,74521
adventures;,1,74522
adventurous,1,74523
"adventurous,",1,74524
adversarial,2,74525
adversary,1,74527
adverse,6,74528
adversely,1,74534
adversely.,1,74535
adverso,1,74536
adversos,1,74537
advertise,1,74538
advertisement,3,74539
advertisements,10,74542
"advertisements,",1,74552
advertiser,1,74553
advertisers,1,74554
"advertisers,",1,74555
advertising,13,74556
"advertising,",2,74569
"advertising,and",1,74571
"advertising,purchasing",1,74572
advertising.,6,74573
advertisor,1,74579
advice,14,74580
"advice,",5,74594
advice.,4,74599
advisability,3,74603
advisable,1,74606
advisable.,2,74607
advise,6,74609
advised,4,74615
adviser,7,74619
"adviser,",2,74626
"adviser,""",1,74628
advisers,3,74629
"advisers,",1,74632
advisers.,1,74633
advises,3,74634
advising,4,74637
advisor,8,74641
advisor),1,74649
advisories,1,74650
advisors,2,74651
"advisors,",1,74653
advisors.,1,74654
advisory,7,74655
advocacy,14,74662
"advocacy,",1,74676
advocacy.,3,74677
advocate,4,74680
advocated,2,74684
advocates,11,74686
advocating,1,74697
ady,1,74698
adyacentes,1,74699
"adyliget,",1,74700
adása,1,74701
adó,1,74702
adót,1,74703
adózik.,1,74704
"adúm,",1,74705
ae,6,74706
ae.net.emirates,5,74712
aea,1,74717
aebekefenntartoo,1,74718
"aedinasztiaito,",1,74719
aeegy,1,74720
"aefelszabaditotto,",1,74721
aegis,1,74722
aemaskentgondolkozasohoz,1,74723
aemegvalosultszocializmuso,1,74724
aeneas,3,74725
aeneid,5,74728
"aeneid,",2,74733
aeordas,1,74735
"aerendszervaltaso,",1,74736
aerial,4,74737
"aerocombustibles,",1,74741
aerodynamic,1,74742
aeronautical,1,74743
aeronautics,6,74744
aeronáutico,1,74750
aeroplane,1,74751
aeropuertos,1,74752
aerospace,6,74753
"aeschylus,",2,74759
aeschylus.,2,74761
aesop,3,74763
"aesop,",1,74766
aesthetic,7,74767
aesthetics,3,74774
aeszakertoinekocsalard,1,74777
aeszocialista,1,74778
aethetc,1,74779
aevilagallamo,1,74780
aevisszahoztao,1,74781
af,1,74782
af-fords,1,74783
af862306,1,74784
afa,1,74785
afa-visszaterites,1,74786
afalvakat,1,74787
"afarkas,",1,74788
afasisztoid,1,74789
afb,1,74790
"afb,",1,74791
afc,1,74792
afebruarban,1,74793
afectadas,1,74794
afectan,1,74795
afectar,1,74796
afectaron,1,74797
afegyelem,1,74798
afeher,1,74799
afehérgyöngy,1,74800
afejlesztes,1,74801
"afejtegetésünk,",1,74802
afejuket.,1,74803
afeketegazdasag,2,74804
"afeketegazdasaggal,",1,74806
afelelem,1,74807
afelelosseg,1,74808
"afeleseguknek,",1,74809
afelhaborodas-hullamban,1,74810
afelsooktatasban,1,74811
afeltamadasnak,1,74812
afeltetele,1,74813
afelvideken,1,74814
afent,3,74815
"aferfiak,",1,74818
afesztivalzenekar,1,74819
"afeszty-korkep,",1,74820
affair,4,74821
"affair,",1,74825
affairs,29,74826
"affairs,",9,74855
affairs.,6,74864
affairs:,1,74870
affairsminister,1,74871
affect,42,74872
affected,29,74914
"affected,",1,74943
affected.,2,74944
affecting,24,74946
"affection,",1,74970
affectionately,1,74971
affects,27,74972
affele,2,74999
affidavit,3,75001
affiliate,1,75004
affiliated,2,75005
affiliateof,1,75007
affiliates,2,75008
affiliates.,1,75010
affiliation,3,75011
affiliation:,1,75014
affinity,1,75015
affirm,3,75016
affirm:,1,75019
"affirmance,",1,75020
affirmance.,1,75021
affirmative,9,75022
affirmatively,1,75031
affirmed,4,75032
"affirmed,",1,75036
affirming,1,75037
affixed,2,75038
afflicted,2,75040
affliction,1,75042
"affliction,",1,75043
affliction.,1,75044
"afflicts,",1,75045
affluence,3,75046
affluent,1,75049
afford,6,75050
affordable,6,75056
"affordable,",2,75062
affordable.,1,75064
afforded,4,75065
affords.,1,75069
afgan,1,75070
afganisztanban,1,75071
"afganokat,",1,75072
afghan,1,75073
afghanistan,3,75074
"afghanistan,",1,75077
afghanistan.,2,75078
afghanistan;,1,75080
afianzar,1,75081
afiatal,1,75082
afiatalkoruak,1,75083
aficionado,1,75084
afidesz,1,75085
"afidesz-bol,",1,75086
"afigyelmet,",1,75087
afigyelmet.,1,75088
afiliada,1,75089
afines.,1,75090
afinity,1,75091
afinnekhez,1,75092
afirmar,1,75093
afirmativo,1,75094
afirmó,1,75095
afirst-past-the,1,75096
afive-member,1,75097
afixed,1,75098
afkgp,1,75099
afl,1,75100
afl's,1,75101
afl-cio,1,75102
afl-cio's,1,75103
"afl-cio,",1,75104
afn,92,75105
afo,1,75197
afogaszat,1,75198
afogyasztas,1,75199
afolyamatos,1,75200
aforementioned,1,75201
afoszereplo,1,75202
afoul,1,75203
afovarosi,2,75204
afp,15,75206
"afp,",1,75221
afp.,2,75222
afpreported,1,75224
afraid,5,75225
afrakcionak,1,75230
afrakciovezetoi,1,75231
afranciak,1,75232
africa,21,75233
africa's,5,75254
africa),1,75259
"africa,",8,75260
africa.,2,75268
africa:,1,75270
african,17,75271
"african,",2,75288
african-american,4,75290
"afrika,",1,75294
afrikai,1,75295
"afrikai,kozepamerikai",1,75296
afrikaies,1,75297
afro-american,3,75298
afrontar,1,75301
afrontrol,1,75302
after,127,75303
after-life.,1,75430
after-tax,1,75431
after.,1,75432
aftercare.,1,75433
afterlife,1,75434
"afterlife,",1,75435
aftermath,9,75436
"aftermath,",2,75445
aftermath.,1,75447
afternoon,5,75448
afternoon.,1,75453
"afterward,",1,75454
afterwards,1,75455
afueggetlensegnek,1,75456
afuera,2,75457
afuera.,2,75459
afuggetlen,1,75461
afulet.,1,75462
afuture,1,75463
ag,7,75464
"ag,",1,75471
ag.candw,3,75472
ag.eubank,1,75475
ag709773,1,75476
agabansincs,1,75477
again,18,75478
"again!""",1,75496
"again,",6,75497
again.,5,75503
again:,1,75508
again;,1,75509
against,114,75510
"againsthumanity,",1,75624
againstpresident,1,75625
agalszecsy,1,75626
agalszecsy-vallalkozasnak,1,75627
agalt,1,75628
agamemnon,1,75629
agamemnon.,1,75630
"agapova,",2,75631
agar,1,75633
agar/juice,1,75634
agara,1,75635
agat,1,75636
agatha,1,75637
agathon's,1,75638
agattak,1,75639
agazat,3,75640
agazatban,1,75643
agazatok,1,75644
"agazatokban,",1,75645
agazdasag,1,75646
"agazdasagban,",1,75647
agazdasagi,1,75648
agazdasagot.,1,75649
agazolaje,1,75650
age,44,75651
"age""",1,75695
"age,",15,75696
age-based,1,75711
age-old,2,75712
age.,12,75714
"age.""",2,75726
age:,1,75728
aged,6,75729
"aged,",1,75735
agee,1,75736
"agee,",1,75737
agencies,40,75738
agencies',1,75778
"agencies,",5,75779
agencies--the,1,75784
agencies.,8,75785
"agencies.""",1,75793
agencies.4,1,75794
agencies;,1,75795
agency,41,75796
agency's,2,75837
agency),1,75839
agency).,2,75840
"agency,",17,75842
"agency,observing",1,75859
agency.,6,75860
agencyk,1,75866
agenda,9,75867
"agenda,",1,75876
agenda.,1,75877
"agendas,",1,75878
agent,19,75879
agent's,3,75898
"agent,",6,75901
agent.,6,75907
agent/distribution,1,75913
agent/distributor,1,75914
agent/faculty,1,75915
agent?,1,75916
agents,18,75917
agents',1,75935
"agents,",3,75936
"agents,""",1,75939
agents.,2,75940
"agents.""",1,75942
agents/distributors,1,75943
agents:,1,75944
agentur,1,75945
agenzia,1,75946
ageostrophic,1,75947
ages,10,75948
"ages,",3,75958
"ages,""",1,75961
ages.,7,75962
agfor,1,75969
aggaly,1,75970
aggalyaikat,1,75971
aggalyos.,1,75972
aggalyosnak,2,75973
aggastyanig),1,75975
aggasztja,1,75976
aggasztotta,1,75977
aggatjak.,1,75978
aggodalmainak,1,75979
aggodalmait,1,75980
aggodalmaskodnak,1,75981
aggodalmat,1,75982
"aggodalmat""",1,75983
aggodalmuknak,2,75984
aggodalmunk:,1,75986
"aggodas,",1,75987
aggodik,1,75988
