Token,Cantidad de documentos que lo contienen,Posicion del primer registro en posting
166918,1,23390
16693,1,23391
166945,1,23392
166957,1,23393
16696,2,23394
16697,1,23396
166970,1,23397
166998,1,23398
167,7,23399
1670,1,23406
167007,1,23407
16701,1,23408
167036,1,23409
167038,1,23410
1670671,1,23411
167074,1,23412
167079,1,23413
1671,1,23414
167111,1,23415
167113,1,23416
16713,1,23417
16715,1,23418
16716,1,23419
167175,1,23420
167179,1,23421
167184,1,23422
16719,1,23423
167200,1,23424
167207,2,23425
167219,1,23427
167249,1,23428
16726,1,23429
167279,1,23430
16728,2,23431
167305,1,23433
167338,1,23434
16735,1,23435
167353,1,23436
167358,1,23437
1673595,1,23438
167367,1,23439
16738,1,23440
167391,1,23441
1674,5,23442
167400122,1,23447
167427,1,23448
16743,1,23449
16745,1,23450
16746,1,23451
16747,1,23452
16749,1,23453
1675,1,23454
1675356,1,23455
167550,1,23456
1675615,1,23457
16757,1,23458
167583,1,23459
16758552,1,23460
1675883,1,23461
1676,1,23462
167626,1,23463
16765,1,23464
16768,2,23465
167698,1,23467
16772,1,23468
1677207,1,23469
1677452,1,23470
16775,2,23471
16778,1,23473
167783,1,23474
1678084,1,23475
16781,2,23476
16782,1,23478
16784,2,23479
167844,1,23481
167864,1,23482
1678653,1,23483
167878,1,23484
167880,2,23485
16790,1,23487
167921,1,23488
167928,1,23489
167930,1,23490
167939,1,23491
16796,1,23492
167970,1,23493
16798,1,23494
167982,1,23495
167993,1,23496
167;,1,23497
168,8,23498
168.41,1,23506
1680133,1,23507
168033,1,23508
168051,1,23509
168067,1,23510
168083,1,23511
168086,1,23512
168125,1,23513
1681538,1,23514
168154,1,23515
168170,1,23516
16818,1,23517
168187,1,23518
16822,1,23519
168232,1,23520
168252,1,23521
168284,1,23522
1683,2,23523
16834,1,23525
168340,1,23526
168344,1,23527
16836,1,23528
1683785,1,23529
1684,1,23530
168407,1,23531
168417,1,23532
16842,1,23533
1684323,1,23534
168439,1,23535
168441,1,23536
168453,1,23537
168471,1,23538
16850,1,23539
1685086,1,23540
168532,1,23541
1685327,1,23542
16854,1,23543
16856,1,23544
168561,1,23545
168575,2,23546
168582,1,23548
16859,2,23549
16860,1,23551
1686024,1,23552
168603,1,23553
168623,1,23554
1686290,1,23555
16863,1,23556
16864,1,23557
168654,1,23558
168675,1,23559
168677,1,23560
168694,1,23561
1687,1,23562
168703,1,23563
168736,2,23564
16874,1,23566
1687629,1,23567
168788,1,23568
168792,1,23569
1688-1689,1,23570
1688-1792,1,23571
16880,1,23572
16882,1,23573
16883,1,23574
168836,1,23575
1688486,1,23576
168860,1,23577
168868,1,23578
16887,1,23579
16888,1,23580
168889,2,23581
1689-1708.,1,23583
168901,1,23584
1689149,1,23585
168953,2,23586
168973,1,23588
16898,1,23589
16899325,1,23590
1689977,1,23591
169,6,23592
16901,1,23598
16902,1,23599
169044,1,23600
169048,1,23601
16906,1,23602
16908,1,23603
1691196,2,23604
169145,1,23606
16915,1,23607
169157,1,23608
16916,1,23609
1691604,1,23610
1691774,1,23611
1692122,1,23612
16922,1,23613
169223,1,23614
169244,1,23615
169247,1,23616
16925,2,23617
16926,1,23619
169260,1,23620
169271,1,23621
169274,2,23622
16928,1,23624
169308,1,23625
169335,1,23626
169353,1,23627
16936,1,23628
169373,1,23629
169374,1,23630
169386,1,23631
169387681,1,23632
1694,1,23633
1694094027,1,23634
1694270,1,23635
16944,1,23636
1694509,1,23637
1694976,1,23638
169499,1,23639
16951,1,23640
169514,1,23641
169535,1,23642
1695350,1,23643
169547,1,23644
169570,1,23645
169590,1,23646
169593,1,23647
169596,1,23648
1696,1,23649
169613,1,23650
169614,1,23651
169645,1,23652
169662,1,23653
16967,1,23654
169702,1,23655
1697048,1,23656
169716,1,23657
1697265,1,23658
16973,2,23659
1697405,1,23661
169750,1,23662
16976,1,23663
169787,1,23664
16979,1,23665
16980,4,23666
169807,1,23670
169816,1,23671
1698243,1,23672
169828,1,23673
169841,1,23674
169843,1,23675
169860,1,23676
169871,1,23677
169881,1,23678
1698917,1,23679
169907,1,23680
169910,1,23681
169929,1,23682
169943,1,23683
16996,1,23684
16:09,1,23685
16:10,1,23686
16:11,1,23687
16:12,1,23688
16:13,1,23689
16:14,1,23690
16:15,1,23691
16:16,1,23692
16:17,1,23693
16:18,1,23694
16:19,1,23695
16fn,56,23696
16italy,1,23752
16k,3,23753
16pgs,58,23756
16s,41,23814
16th,3,23855
17,69,23858
"17"",",1,23927
17%,1,23928
"17,",8,23929
"17,8",1,23937
17-18,1,23938
"17-20,",1,23939
17-21,1,23940
17-3-as,1,23941
17-en,1,23942
"17-en,",1,23943
17-i,1,23944
17-year,2,23945
17-year-old,1,23947
17-étõl,1,23948
17.,8,23949
17.0,1,23957
17.00,1,23958
17.1,1,23959
17.113.234.168,1,23960
17.125.022,1,23961
17.127.026,1,23962
17.13,1,23963
17.161.105.162,1,23964
17.2,1,23965
17.22,1,23966
17.35,1,23967
17.37,1,23968
17.39,1,23969
17.393.606,1,23970
17.5,1,23971
17.6%,1,23972
17.63,1,23973
17.66,1,23974
17.75,1,23975
17.8,1,23976
17.80,1,23977
17.85,1,23978
17.a,1,23979
17.new,1,23980
170,6,23981
170.182.177.198,1,23987
1700,4,23988
1700's,2,23992
"1700,",1,23994
17002,1,23995
17004,1,23996
170042,1,23997
17007,1,23998
170093,1,23999
170107,1,24000
170111,1,24001
170125,1,24002
17013,3,24003
1701464,1,24006
170152,1,24007
170184,1,24008
170191,1,24009
170197,2,24010
17020,1,24012
1702086,1,24013
170222,1,24014
17024,1,24015
17025,1,24016
1702563,1,24017
170305,1,24018
170313,1,24019
170320,1,24020
170335,1,24021
170345,1,24022
17035,1,24023
170360,1,24024
1703700,1,24025
170393,1,24026
1704,1,24027
1704-1775,1,24028
17040,2,24029
1704066,1,24031
170417,1,24032
170425,1,24033
170432,1,24034
17044,1,24035
170449,1,24036
170471,1,24037
170479,1,24038
17048,1,24039
1705,1,24040
17050,1,24041
1705013,1,24042
170531,1,24043
17054,1,24044
170540,1,24045
17055,1,24046
170557,1,24047
170560,1,24048
170562,1,24049
170567,1,24050
170575,1,24051
17059,1,24052
1706,1,24053
170612,1,24054
1706177,1,24055
17063,1,24056
170632,1,24057
1706430,1,24058
170644,1,24059
170657,1,24060
1706575,1,24061
17066,1,24062
170661,1,24063
17068,1,24064
170686,1,24065
17070,1,24066
1707387,1,24067
17074,1,24068
170744,1,24069
170757,1,24070
170759,1,24071
17076,2,24072
1707635,1,24074
170771,1,24075
170798,1,24076
17080119,1,24077
17081,1,24078
17082,1,24079
170824,1,24080
170828,1,24081
170834,1,24082
170859,1,24083
170866,1,24084
170868,1,24085
170875757,1,24086
170878,1,24087
170882,1,24088
1708911,1,24089
170893,1,24090
1708966,1,24091
17096,1,24092
170963,1,24093
170978,1,24094
170a,1,24095
171,9,24096
171.231.163.152,1,24105
1710,1,24106
171016,1,24107
17102,1,24108
171063,1,24109
171064,1,24110
171076,1,24111
171083,1,24112
17109,2,24113
171104,1,24115
17113,1,24116
171131,1,24117
171140,1,24118
171146,1,24119
171147,1,24120
17116,2,24121
171161,1,24123
17117,1,24124
17118,1,24125
171185,1,24126
17119,1,24127
171218,1,24128
171231,1,24129
17126,1,24130
17127,1,24131
1712881,1,24132
171300,1,24133
171303,1,24134
1713298,1,24135
17133,1,24136
171367037,1,24137
171375,1,24138
17140,2,24139
171415,1,24141
171419,1,24142
17145,1,24143
171456,1,24144
171471,1,24145
17148,1,24146
17152,1,24147
1715244,1,24148
17153,1,24149
171533,1,24150
17155,1,24151
171556,1,24152
1715658,1,24153
17157,1,24154
171599,1,24155
1716013,1,24156
171612,1,24157
171615,1,24158
171618064,1,24159
171621,1,24160
17164,1,24161
17165,1,24162
171655,1,24163
17168,1,24164
171696,1,24165
171710,1,24166
171732,1,24167
17175,1,24168
171757,1,24169
1717592,1,24170
171760,1,24171
171784,1,24172
17181,1,24173
171814,2,24174
17184330,1,24176
17185,1,24177
171851,1,24178
17188,1,24179
171896,1,24180
171911,1,24181
171913,1,24182
171926,1,24183
1719268,1,24184
17194,2,24185
17195,2,24187
172,8,24189
"172,5",1,24197
172000,1,24198
172016,1,24199
172018,1,24200
17203,1,24201
172044,1,24202
1720474,1,24203
172053,1,24204
17206,1,24205
17208,1,24206
172096,1,24207
172133,1,24208
17214,2,24209
1721406,1,24211
172154,1,24212
172180,1,24213
172187,1,24214
172198,1,24215
172233,1,24216
1722399,1,24217
17226,1,24218
17228,1,24219
17229,1,24220
172292,1,24221
1723,1,24222
1723.,1,24223
17230,3,24224
17231,1,24227
172332,1,24228
172339,1,24229
17237,1,24230
17239,1,24231
1724185,1,24232
172479,1,24233
172486,1,24234
17249,1,24235
17252,1,24236
172522,1,24237
172536,1,24238
17256,1,24239
172581,1,24240
17259,1,24241
1726,1,24242
172627,1,24243
172629,1,24244
172657,1,24245
172675,1,24246
172678,1,24247
172691,1,24248
172697,1,24249
1726974,1,24250
17270,3,24251
172700,1,24254
172715,1,24255
172732,1,24256
17275,1,24257
172795,1,24258
17280,1,24259
172820,1,24260
172822,1,24261
17284,1,24262
17285,1,24263
17286,1,24264
17289,1,24265
172903,1,24266
172907,1,24267
172916,1,24268
172958,1,24269
172961,1,24270
1729735,1,24271
172990,1,24272
173,8,24273
17300,1,24281
173016,1,24282
17302,1,24283
173045,1,24284
173050,1,24285
1730572,1,24286
173079,1,24287
17309,1,24288
173124,1,24289
17313,1,24290
173130,1,24291
17315,1,24292
1731728,1,24293
173199,1,24294
1732140,1,24295
173227,1,24296
173243,1,24297
173245,1,24298
173253,1,24299
1732540,1,24300
17326,1,24301
17327,2,24302
1732712,1,24304
173272,1,24305
1732725,1,24306
173273,2,24307
173280,1,24309
173282,1,24310
1733,2,24311
17330,1,24313
173307,1,24314
17333,1,24315
173338,1,24316
173339,1,24317
173364,1,24318
173375,1,24319
1733794,1,24320
17338,1,24321
173400,1,24322
173411,1,24323
173412,1,24324
173424,1,24325
17344,1,24326
173440,1,24327
173449,1,24328
173450,1,24329
17346,1,24330
173475,1,24331
173481,1,24332
173491,1,24333
17350,1,24334
173501,1,24335
173511,1,24336
173513,1,24337
17354,1,24338
173540,1,24339
173543,1,24340
17356,1,24341
17359,1,24342
173590,1,24343
1736,1,24344
173612,2,24345
173614,1,24347
173621,1,24348
17364,1,24349
1736489,1,24350
173675,1,24351
173678,1,24352
1736853,1,24353
17371,1,24354
17373,1,24355
173733,1,24356
17374,1,24357
17375,1,24358
173750,1,24359
173761,1,24360
1738,1,24361
17380,2,24362
17381,1,24364
173823,1,24365
173829,1,24366
173852,1,24367
173864,1,24368
"1739,",1,24369
173904,1,24370
173908,1,24371
17391,1,24372
1739216,1,24373
173933,1,24374
173939,1,24375
17394,1,24376
173957,1,24377
173958,1,24378
173976,1,24379
173983,1,24380
173993,1,24381
174,9,24382
"174,5",1,24391
"174-39,",1,24392
1740,2,24393
17401,1,24395
17403,2,24396
174061,1,24398
1740674,1,24399
174078,1,24400
17408,1,24401
174082,1,24402
174084,1,24403
174099,2,24404
174103,1,24406
174106,1,24407
17411,1,24408
174113,1,24409
174126,1,24410
174128,1,24411
17413,1,24412
174131,1,24413
174169,1,24414
174188,1,24415
174193,1,24416
174198,1,24417
1742001,1,24418
174203,1,24419
17425,1,24420
174269,1,24421
1742783,1,24422
174284,1,24423
17429,1,24424
17430,1,24425
174300,1,24426
174321,1,24427
1743379,1,24428
1743386,1,24429
1743391,1,24430
1743575,1,24431
17436,2,24432
17437,1,24434
174386,1,24435
174436,1,24436
174443,1,24437
174444,1,24438
174478,1,24439
1745,1,24440
174504,1,24441
174516,1,24442
17452,1,24443
174521,1,24444
1745259,1,24445
174526,1,24446
17455,1,24447
1745535,1,24448
1745731,1,24449
174584,1,24450
174597,1,24451
17460,1,24452
174600,1,24453
17463,1,24454
174634,1,24455
174639,1,24456
174642,1,24457
174657,1,24458
174661,1,24459
17468,1,24460
174682,1,24461
174696,2,24462
1747053,1,24464
1747222,1,24465
174725,1,24466
174729,1,24467
174739,1,24468
174741,1,24469
174755,1,24470
1747624,1,24471
17477,1,24472
174786,1,24473
17485,1,24474
174852,1,24475
1748675,1,24476
174881,1,24477
174893,1,24478
174895,1,24479
174919,1,24480
1749198,1,24481
1749456,1,24482
17495,1,24483
1749516,1,24484
174952,1,24485
1749542,1,24486
174960,1,24487
174962,1,24488
174977,1,24489
174979,1,24490
1749810,1,24491
174994278,1,24492
175,5,24493
175.231.163.152,1,24498
1750-1850,2,24499
17500,1,24501
17502,1,24502
175040,2,24503
175045,1,24505
175046,1,24506
175058,1,24507
17508,1,24508
175080,1,24509
17509,1,24510
175116,1,24511
17512,1,24512
17513,1,24513
17514,1,24514
17516,1,24515
175162,1,24516
175164,1,24517
175165,1,24518
17517,1,24519
17521,1,24520
175218,1,24521
17522,1,24522
175226,1,24523
1752408,1,24524
175244,1,24525
1752472,1,24526
175253,1,24527
175295,1,24528
1753,1,24529
17530,1,24530
1753095,1,24531
17532,1,24532
175325,1,24533
17535,1,24534
175374,1,24535
17538,2,24536
175386,1,24538
1753899,1,24539
1754,5,24540
175409,1,24545
17544,1,24546
175451,1,24547
175506,1,24548
175517,1,24549
175535,1,24550
175577,1,24551
1756,4,24552
175600,1,24556
17561,1,24557
175618,1,24558
1756341,1,24559
175646,1,24560
175654,1,24561
1757,1,24562
175714,1,24563
175730,1,24564
175739,1,24565
175747,1,24566
175748,1,24567
175762,1,24568
1757798,1,24569
17578,1,24570
17579,1,24571
175846,1,24572
175865,1,24573
1758956,1,24574
175897,2,24575
1759-1821,1,24577
1759161,1,24578
17593,1,24579
175934,1,24580
17595,1,24581
175965,1,24582
17599,1,24583
176,9,24584
176%,1,24593
1760-1830,1,24594
17601,1,24595
17603,1,24596
176049,1,24597
1761003,1,24598
17611,2,24599
176110,1,24601
176113,1,24602
176142,1,24603
176144,1,24604
176148,1,24605
176168,1,24606
176195,1,24607
1762,2,24608
176222,1,24610
1762329,1,24611
1762581,1,24612
17627,1,24613
1763,2,24614
176304,1,24616
17632,2,24617
176338,1,24619
176342,1,24620
17635,2,24621
176368,1,24623
17637,1,24624
1763810,1,24625
1764,1,24626
17641,1,24627
17642,1,24628
176466,1,24629
176468,1,24630
176477,1,24631
176483,1,24632
176486474,1,24633
17650,1,24634
176514,1,24635
176524,1,24636
1765260,1,24637
176527,1,24638
176587,1,24639
176593,1,24640
176596,1,24641
1766-1768.,1,24642
176610,1,24643
1766189,1,24644
176630,1,24645
176673,1,24646
17668,1,24647
176681,1,24648
176689,1,24649
17669,3,24650
1766957,1,24653
176700,1,24654
1767073,1,24655
17673,1,24656
17676,1,24657
176761,1,24658
17677,2,24659
1767915,1,24661
17680,2,24662
1768060,1,24664
176808,1,24665
176810,1,24666
176811,1,24667
176832,1,24668
176847,1,24669
176857,1,24670
1768577,1,24671
176859,1,24672
17686,1,24673
176864,1,24674
176872,1,24675
176878,1,24676
176881,1,24677
176916,1,24678
1769347,1,24679
176939,1,24680
17694,1,24681
176948,1,24682
176956,1,24683
176964,1,24684
176968,1,24685
176977,1,24686
176987,1,24687
177,6,24688
17700,1,24694
177003,1,24695
1770037,1,24696
177013,1,24697
17702,1,24698
177031,1,24699
177040,1,24700
177073,1,24701
17709,1,24702
17711,1,24703
177138,1,24704
177146,1,24705
177181,1,24706
177183,1,24707
1772,1,24708
17720,1,24709
177200,1,24710
177224,1,24711
17723,1,24712
17724,1,24713
177251,1,24714
177258,1,24715
17726,1,24716
177268,1,24717
177269,1,24718
177285,1,24719
1772850,1,24720
17729,1,24721
177299,1,24722
1773,1,24723
17730,1,24724
17732,1,24725
1773357,1,24726
17734,1,24727
177354,1,24728
177359,1,24729
17738,1,24730
1773993,1,24731
1774-1789,1,24732
177404,1,24733
177406,1,24734
17742,1,24735
1774227,1,24736
177428,1,24737
17744,1,24738
177448,1,24739
177463,1,24740
17748,1,24741
177488,1,24742
177490,1,24743
17751,1,24744
17754,1,24745
177549,1,24746
177551,1,24747
177568,1,24748
177574,1,24749
177598,1,24750
1776.,2,24751
177622,1,24753
177629,1,24754
177634,1,24755
17764,1,24756
17766-1787.,1,24757
177660,1,24758
177674,1,24759
1776863,1,24760
17769,1,24761
177712,2,24762
177725,1,24764
177730,1,24765
177739,1,24766
17774,1,24767
177743,1,24768
17775,1,24769
177750,1,24770
177751,1,24771
1777535,1,24772
1777644,1,24773
177767,1,24774
177771,1,24775
177778,1,24776
177781,1,24777
17779,2,24778
177792,1,24780
17780,1,24781
17781,1,24782
177830,1,24783
177835,1,24784
177841,2,24785
177844,1,24787
177848,1,24788
177854,1,24789
177867,1,24790
17787,1,24791
177873,1,24792
177874,1,24793
177875,1,24794
1779,1,24795
1779025,1,24796
177959,1,24797
177999,1,24798
178,8,24799
178.21.49.129,1,24807
1780,1,24808
1780-1832,1,24809
17800,1,24810
178048,1,24811
178057438,1,24812
178067,1,24813
1781,1,24814
"1781,the",1,24815
178108,1,24816
17812,1,24817
178135,1,24818
1781573,1,24819
178161,1,24820
178183,1,24821
1781886,1,24822
17823,1,24823
178249,1,24824
17825,2,24825
178261,1,24827
178263,1,24828
178296,1,24829
1783,1,24830
17830,4,24831
17831,2,24835
178319,1,24837
178323,1,24838
178325,1,24839
178404,1,24840
178407,1,24841
17841,1,24842
178425,1,24843
17843,1,24844
178476,1,24845
17849,1,24846
17852,1,24847
178551,1,24848
1785615,1,24849
17858,1,24850
178595,1,24851
1786341,1,24852
17864,1,24853
17866,1,24854
178668,1,24855
178687,1,24856
1787,1,24857
178719,1,24858
1787297,1,24859
178747,1,24860
178787,1,24861
17880,1,24862
1788028,1,24863
1788176,1,24864
178829,1,24865
17888,1,24866
178888,1,24867
178892,1,24868
178899,1,24869
1789,3,24870
1789.,1,24873
178902,1,24874
178937,1,24875
178946,1,24876
178950,1,24877
17897,1,24878
17898,1,24879
178990,1,24880
178996,1,24881
179,5,24882
179.81.178.131,1,24887
1790,2,24888
"1790,",1,24890
17902,2,24891
179026,1,24893
179044,1,24894
17905,1,24895
1790506,1,24896
1790575,1,24897
179066,1,24898
17907,4,24899
17909,1,24903
179093,1,24904
1791097,1,24905
1791143,1,24906
17912,1,24907
1791393,1,24908
17916,1,24909
179187,1,24910
1791911,1,24911
1792,1,24912
"1792,",1,24913
179204,1,24914
179231,1,24915
17928,1,24916
1793,1,24917
17931,1,24918
17933,1,24919
1793371,1,24920
17936,1,24921
17937,1,24922
179372,1,24923
179393,1,24924
179396,1,24925
17942,1,24926
17944,1,24927
17945,1,24928
179474,1,24929
179479735,1,24930
179482,1,24931
179487,1,24932
179499,1,24933
17952,1,24934
179562,1,24935
179573,1,24936
1796,1,24937
17961,1,24938
179698,1,24939
1797,1,24940
17972,2,24941
179725,1,24943
179729,1,24944
17976,1,24945
17978,1,24946
1798,1,24947
1798065,1,24948
179817,1,24949
179826,1,24950
179832,1,24951
179837,1,24952
179876,1,24953
1798785,1,24954
179884,1,24955
179908,1,24956
179918,1,24957
179932,1,24958
179941,1,24959
179952,1,24960
1799625,1,24961
179966,1,24962
179976,1,24963
179977,1,24964
17998,1,24965
1799884,1,24966
17:54:31:,1,24967
17;,1,24968
17fn,58,24969
17k,3,25027
17pgs,38,25030
17s,23,25068
17th,6,25091
18,68,25097
18%,1,25165
18),1,25166
"18,",11,25167
"18,000",1,25178
"18,09%",2,25179
"18,2",1,25181
"18,5",1,25182
18-20,1,25183
18-20cocoa,1,25184
18-21,1,25185
18-an!),1,25186
18-city,1,25187
18-rol,1,25188
18.,7,25189
"18.""",1,25196
18.00,1,25197
18.000,1,25198
18.01,1,25199
18.1,1,25200
18.14,1,25201
18.17,1,25202
18.182.387,1,25203
18.19,1,25204
18.23,2,25205
18.29,1,25207
18.4,1,25208
18.48,1,25209
18.5,2,25210
18.50,1,25212
18.511.407,1,25213
18.6,1,25214
18.600,1,25215
18.61,1,25216
18.63,1,25217
18.75,1,25218
18.97,1,25219
180,13,25220
180%,1,25233
180.7,1,25234
1800,3,25235
1800's,5,25238
"1800's,",1,25243
1800's.,5,25244
1800-1850,2,25249
1800-2000,1,25251
1800-211-3533,1,25252
1800179,1,25253
18004,1,25254
180070,1,25255
180072,1,25256
180079,1,25257
1800854,1,25258
18009,1,25259
1801,2,25260
18011,1,25262
18013,2,25263
180139,1,25265
18014,1,25266
1801433,1,25267
1801487,1,25268
18016,1,25269
180187,1,25270
18021,1,25271
180215,1,25272
18022,1,25273
180228,1,25274
180234,1,25275
18024,1,25276
180246,2,25277
180251,1,25279
18026,3,25280
18029,1,25283
1803,1,25284
1803-ban,1,25285
1803190,1,25286
18034,1,25287
180340,1,25288
180345,1,25289
180349,1,25290
1803570,1,25291
18036,1,25292
180364,1,25293
180391,1,25294
180397,1,25295
18040,1,25296
180402,1,25297
180404,2,25298
180409,1,25300
180419,1,25301
180426,1,25302
180450,1,25303
18046545,1,25304
180474,1,25305
18049,1,25306
180493,1,25307
180510,1,25308
180511,1,25309
180512,1,25310
180549,1,25311
180552,1,25312
180555,1,25313
180563,1,25314
18057,1,25315
1805765,1,25316
180583,1,25317
180600,1,25318
180606,1,25319
180616,1,25320
180620,1,25321
180635,1,25322
180652,1,25323
18068,1,25324
180683,1,25325
180689,1,25326
180691,1,25327
1807,1,25328
180722,1,25329
180731,1,25330
180738,1,25331
18074,1,25332
180764,1,25333
18077,1,25334
180775,1,25335
18078,1,25336
18080,1,25337
1808057,1,25338
1808209,1,25339
1808376,1,25340
18084,1,25341
180842,1,25342
180876,1,25343
180881,1,25344
180887,1,25345
180890,1,25346
18090,2,25347
180917,1,25349
18092,1,25350
180924,1,25351
1809358,1,25352
18097,1,25353
180993,1,25354
180996,1,25355
181,6,25356
181.28.104.166,1,25362
18100,1,25363
181003,1,25364
181026,1,25365
181028,1,25366
181031,1,25367
181045,1,25368
1810461,1,25369
181051,1,25370
181069,1,25371
18108,1,25372
181086,1,25373
181088,1,25374
